id,completion,channel
0RX7066__5585,"Elevate your fashion and vision standards simultaneously with Ray-Ban RB7066 Optics. Crafted in a polished square shape, these eyeglasses feature a light havana frame that adds a touch of sophistication to any look. The frames are designed to be durable and comfortable, making them an ideal choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|CL - Clearly|GL - Glasses|TO - Target Optical|LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow|CL - Clearly
0RX7066__5577,"Experience the perfect blend of style and comfort with Ray-Ban RB7066 Optics. These eyeglasses feature a square shape and are crafted from polished havana acetate, offering a timeless look that complements any face shape. The black frame adds a touch of sophistication, making these glasses a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|TO - Target Optical|SV - Salmoiraghi e Viganò|GL - Glasses|OPSM - OPSM|CL - Clearly
0RX7066__2000,"Introducing the Ray-Ban RB7066 Optics, a pair of eyeglasses that redefines style and performance. The polished black frame, crafted from durable material, has a square shape that adds a touch of sophistication to any look. These glasses are not just stylish but also practical, making them an excellent choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|CL - Clearly|GL - Glasses|SV - Salmoiraghi e Viganò|TO - Target Optical|OPSM - OPSM|DC - David Clulow|CL - Clearly
0RX7056__5644,"Experience impeccable optical integration with Ray-Ban RB7056 Optics. Crafted in a square shape, these eyeglasses feature a matte black frame that adds a touch of sophistication to any look. The durable material ensures longevity and comfort, making these frames an ideal choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters
0RX7056__2000,"Introducing the Ray-Ban RB7056 Optics, a perfect blend of style and functionality. Crafted with a polished black frame in a square shape, these eyeglasses offer a modern and sophisticated look. The black color adds a touch of elegance to any outfit, making it an ideal choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|TO - Target Optical|CL - Clearly
0RX7047__8101,"Elevate your fashion quotient with Ray-Ban RB7047 Optics. The square shape and polished finish give these eyeglasses a modern and sophisticated look. Crafted from durable materials, the frame is designed to withstand everyday wear and tear. The grey color adds a touch of elegance to any outfit. These shades are a versatile choice for those seeking both style and functionality. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX8415__2848,"Experience the epitome of fashion and optical integration with Ray-Ban RB8415 Optics. The square shape and metal frame material exude a timeless appeal, while the matte black finish adds a modern touch. These eyeglasses are designed to ensure optimal comfort and durability. Choose this sleek pair to elevate your style while enhancing your vision. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters
0RX7047__5770,"Elevate your fashion while optimizing utility with Ray-Ban RB7047 Optics. Crafted in a square shape, these glasses feature a polished frame in a transparent beige color, offering a unique and modern look. The transparent design allows you to showcase the beauty of your eyewear while providing optimum vision. These frames are versatile and can be paired with any outfit for a stylish yet practical look. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses
0RY1549__3652,"Elevate your child's eyewear fashion with Ray-Ban RB1549 Optics Kids. These square-shaped glasses feature a matte black frame, adding a touch of sophistication to any outfit. Crafted from durable material, these frames are designed to withstand the rigors of childhood. With their stylish design and superior quality, these shades are a practical choice for kids. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|SV - Salmoiraghi e Viganò
0RX7047__5482,"Elevate your eyewear game with Ray-Ban RB7047 Optics. The square shape and matte finish of the transparent grey frame offer a modern twist on a timeless design. These glasses are not only stylish but also versatile, making them an ideal choice for everyday wear. Embrace the effortless sophistication of Ray-Ban eyeglasses and discover a new level of fashion and comfort. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|GL - Glasses|SV - Salmoiraghi e Viganò|OPSM - OPSM|CL - Clearly|LC - Lens Crafters|GL - Glasses
0RX7047__5451,"Elevate your fashion and optical standards with Ray-Ban RB7047 Optics. The square shape and matte finish of the transparent brown frame offer a modern twist on a timeless design. Crafted from durable material, these eyeglasses are designed to last. Embrace your individuality and express your unique style with Ray-Ban RB7047 Optics. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses|TO - Target Optical|OPSM - OPSM|DC - David Clulow|CL - Clearly|GL - Glasses|TO - Target Optical|OPSM - OPSM|CL - Clearly
0RX7047__5450,"Achieve a unique look with Ray-Ban RB7047 Optics. The square shape and transparent blue frame color, paired with a matte finish, create a modern and stylish design. These glasses are not only fashionable but also versatile, making them an ideal choice for everyday wear. Embrace your individuality and express yourself through eyewear with these striking shades. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters|SV - Salmoiraghi e Viganò|TO - Target Optical|OPSM - OPSM|CL - Clearly|SV - Salmoiraghi e Viganò|TO - Target Optical|GL - Glasses
0RX7047__5196,"Elevate your fashion and optical standards with Ray-Ban RB7047 Optics. The square shape and matte black finish create a sleek, modern look that is universally flattering. Crafted from durable material, these eyeglasses are designed to stand the test of time. Ideal for everyday wear, these frames offer superior style and vision in one convenient package. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|GL - Glasses|TO - Target Optical|OPSM - OPSM|CL - Clearly|SV - Salmoiraghi e Viganò|LC - Lens Crafters|GL - Glasses|OPSM - OPSM|CL - Clearly
0SF2570__489,"Elevate your eyewear experience with Sferoflex SF2570 eyeglasses. The polished, shiny pink finish of the steel frame adds a touch of sophistication to any look. The rectangle shape lends a modern edge, while the durable material ensures longevity. These glasses are not only stylish but also practical. Embrace the versatility and beauty of these frames. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0SF2599__532,"Experience the perfect blend of style and optical functionality with Sferoflex SF2599 eyeglasses. The oval shape and polished gunmetal frame color give these glasses a timeless appeal, while the metal material ensures durability. These eyeglasses feature an elegant design that is sure to complement any outfit. With their versatile appeal, these frames are a great choice for those looking for both fashion and function. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0TF2116B__8193,"Elevate your fashion and optical style with Tiffany & Co. TF2116B eyeglasses. The square shape and polished black acetate frame offer a timeless appeal, while the strass on metal components add a touch of glamour to these shades. These eyeglasses are not only stylish but also sleek. Embrace sophistication with these elegant frames from Tiffany & Co.. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|OPSM - OPSM
